codigo,descripcion,peso_bruto,volumen,pais_origen,codigo_viaje
M000006117,Acero laminado en bobinas,46603,143,Malta,V000008011
M000006118,Maquinaria industrial pesada,2391,162,Ecuador,V000000634
M000006119,Cafe de exportacion,8704,46,Bahamas,V000008446
M000006120,Carga de granel de trigo,45725,74,Panama,V000005262
M000006121,Productos textiles y confecciones,28869,67,Ecuador,V000000496
M000006122,Materiales de construccion,21284,98,China,V000007506
M000006123,Frutas y alimentos refrigerados,24643,7,Singapur,V000008692
M000006124,Frutas y alimentos refrigerados,3490,157,Hong Kong,V000008170
M000006125,Contenedor con productos electronicos,19190,43,Noruega,V000000920
M000006126,Productos textiles y confecciones,27887,122,Hong Kong,V000006646
M000006127,Maquinaria industrial pesada,8627,143,Islas Marshall,V000007917
M000006128,Contenedor con productos electronicos,19329,47,Singapur,V000005553
M000006129,Maquinaria industrial pesada,10411,28,Espana,V000001813
M000006130,Productos textiles y confecciones,8017,55,Chile,V000001433
M000006131,Piezas de repuesto automotrices,46242,75,Peru,V000005952
M000006132,Productos textiles y confecciones,3821,54,Bahamas,V000002356
M000006133,Acero laminado en bobinas,9874,99,Brasil,V000000775
M000006134,Contenedor con productos electronicos,12805,10,Chile,V000000561
M000006135,Frutas y alimentos refrigerados,37640,177,Reino Unido,V000000485
M000006136,Productos textiles y confecciones,24571,195,Grecia,V000007801
M000006137,Productos quimicos no peligrosos,31689,29,Panama,V000009294
M000006138,Carga de granel de trigo,28772,158,Noruega,V000003479
M000006139,Cafe de exportacion,44168,199,Chile,V000007087
M000006140,Cafe de exportacion,10363,93,Ecuador,V000002836
M000006141,Carga de granel de trigo,2627,30,Singapur,V000007169
M000006142,Contenedor con productos electronicos,40722,199,Islas Marshall,V000004008
M000006143,Maquinaria industrial pesada,47572,154,Dinamarca,V000008783
M000006144,Piezas de repuesto automotrices,15595,77,Chile,V000009678
M000006145,Materiales de construccion,20017,62,Alemania,V000008402
M000006146,Productos textiles y confecciones,12627,163,Mexico,V000001842
M000006147,Carga de granel de trigo,25542,50,Noruega,V000000888
M000006148,Piezas de repuesto automotrices,17226,95,Islas Marshall,V000009706
M000006149,Maquinaria industrial pesada,47680,84,Malta,V000003491
M000006150,Frutas y alimentos refrigerados,21671,160,Noruega,V000001328
M000006151,Carga de granel de trigo,2871,197,Mexico,V000008508
M000006152,Frutas y alimentos refrigerados,1174,52,Singapur,V000009890
M000006153,Productos textiles y confecciones,32726,44,Singapur,V000009231
M000006154,Cafe de exportacion,28325,42,Singapur,V000003672
M000006155,Carga de granel de trigo,31297,73,Espana,V000008246
M000006156,Productos textiles y confecciones,3679,70,Espana,V000005163
M000006157,Materiales de construccion,10667,36,Chile,V000007771
M000006158,Maquinaria industrial pesada,32886,130,Singapur,V000008989
M000006159,Carga de granel de trigo,10540,174,Peru,V000004843
M000006160,Carga de granel de trigo,45497,12,Bahamas,V000006373
M000006161,Cafe de exportacion,18204,160,Alemania,V000003439
M000006162,Cafe de exportacion,41280,37,Colombia,V000006995
M000006163,Maquinaria industrial pesada,20425,121,Hong Kong,V000009243
M000006164,Productos textiles y confecciones,18478,55,Dinamarca,V000009361
M000006165,Acero laminado en bobinas,12524,117,Peru,V000007536
M000006166,Productos textiles y confecciones,20667,82,Islas Marshall,V000004022
M000006167,Productos quimicos no peligrosos,24261,92,Brasil,V000004610
M000006168,Piezas de repuesto automotrices,45094,137,Colombia,V000006953
M000006169,Acero laminado en bobinas,17465,3,Bahamas,V000002397
M000006170,Cafe de exportacion,5848,5,Islas Marshall,V000002707
M000006171,Productos textiles y confecciones,18266,139,Liberia,V000005225
M000006172,Acero laminado en bobinas,35570,91,Peru,V000003382
M000006173,Piezas de repuesto automotrices,45221,6,Islas Marshall,V000005674
M000006174,Contenedor con productos electronicos,25392,154,Islas Marshall,V000002007
M000006175,Acero laminado en bobinas,15051,100,Malta,V000002130
M000006176,Materiales de construccion,32468,55,Espana,V000008006
M000006177,Acero laminado en bobinas,10975,104,Singapur,V000005384
M000006178,Cafe de exportacion,44209,17,Malta,V000002145
M000006179,Productos quimicos no peligrosos,8089,74,Brasil,V000003605
M000006180,Materiales de construccion,23705,158,Japon,V000007521
M000006181,Productos textiles y confecciones,32811,151,Brasil,V000008093
M000006182,Carga de granel de trigo,33914,106,Hong Kong,V000006782
M000006183,Productos quimicos no peligrosos,30315,85,Peru,V000003138
M000006184,Frutas y alimentos refrigerados,6379,39,Espana,V000008568
M000006185,Productos quimicos no peligrosos,9538,63,Panama,V000001771
M000006186,Maquinaria industrial pesada,39660,76,Islas Marshall,V000009044
M000006187,Productos quimicos no peligrosos,34958,109,Malta,V000002416
M000006188,Maquinaria industrial pesada,7862,72,Liberia,V000005118
M000006189,Productos textiles y confecciones,521,185,Panama,V000008186
M000006190,Materiales de construccion,28633,182,Grecia,V000005450
M000006191,Productos quimicos no peligrosos,16653,142,Liberia,V000005138
M000006192,Maquinaria industrial pesada,17731,166,Hong Kong,V000001234
M000006193,Frutas y alimentos refrigerados,17951,195,Peru,V000006046
M000006194,Productos quimicos no peligrosos,40780,29,Estados Unidos,V000006960
M000006195,Carga de granel de trigo,46716,94,Peru,V000003798
M000006196,Maquinaria industrial pesada,24540,70,Brasil,V000000612
M000006197,Productos quimicos no peligrosos,44729,71,Estados Unidos,V000005078
M000006198,Frutas y alimentos refrigerados,14281,167,Grecia,V000000358
M000006199,Contenedor con productos electronicos,14436,163,Malta,V000003891
M000006200,Frutas y alimentos refrigerados,38123,104,Hong Kong,V000007524
M000006201,Productos quimicos no peligrosos,21984,53,Malta,V000008090
M000006202,Carga de granel de trigo,28325,101,Peru,V000000703
M000006203,Materiales de construccion,2746,121,Hong Kong,V000005367
M000006204,Acero laminado en bobinas,30863,83,Reino Unido,V000006972
M000006205,Productos quimicos no peligrosos,43996,165,Malta,V000000250
M000006206,Contenedor con productos electronicos,16478,109,Colombia,V000007761
M000006207,Cafe de exportacion,39533,93,Japon,V000006967
M000006208,Cafe de exportacion,11990,73,Liberia,V000008355
M000006209,Cafe de exportacion,11955,155,Malta,V000009536
M000006210,Frutas y alimentos refrigerados,42089,15,Reino Unido,V000008663
M000006211,Productos quimicos no peligrosos,5895,105,Singapur,V000008345
M000006212,Piezas de repuesto automotrices,37218,123,Noruega,V000008123
M000006213,Cafe de exportacion,31790,5,Panama,V000001103
M000006214,Maquinaria industrial pesada,11750,46,Grecia,V000004521
M000006215,Piezas de repuesto automotrices,9740,103,Dinamarca,V000009672
M000006216,Maquinaria industrial pesada,49026,155,Bahamas,V000001992
M000006217,Frutas y alimentos refrigerados,43851,14,Liberia,V000000050
M000006218,Contenedor con productos electronicos,25458,115,Brasil,V000008572
M000006219,Materiales de construccion,2507,49,Islas Marshall,V000001078
M000006220,Productos quimicos no peligrosos,47739,172,Panama,V000000593
M000006221,Maquinaria industrial pesada,31440,140,Dinamarca,V000008311
M000006222,Maquinaria industrial pesada,32680,198,China,V000004025
M000006223,Maquinaria industrial pesada,819,187,Hong Kong,V000006487
M000006224,Piezas de repuesto automotrices,37877,52,Peru,V000005518
M000006225,Productos textiles y confecciones,43652,159,Reino Unido,V000007638
M000006226,Piezas de repuesto automotrices,26752,1,Noruega,V000001462
M000006227,Productos quimicos no peligrosos,26760,76,Singapur,V000002508
M000006228,Piezas de repuesto automotrices,46016,145,Dinamarca,V000009774
M000006229,Materiales de construccion,38621,127,Ecuador,V000004939
M000006230,Contenedor con productos electronicos,12494,81,China,V000006724
M000006231,Materiales de construccion,13108,35,Japon,V000009414
M000006232,Piezas de repuesto automotrices,19688,20,Noruega,V000007475
M000006233,Piezas de repuesto automotrices,39076,102,Estados Unidos,V000007306
M000006234,Acero laminado en bobinas,46779,14,Espana,V000006098
M000006235,Piezas de repuesto automotrices,28529,170,Mexico,V000005068
M000006236,Maquinaria industrial pesada,27469,47,Bahamas,V000003883
M000006237,Productos textiles y confecciones,9281,14,Bahamas,V000006305
M000006238,Carga de granel de trigo,2606,9,Brasil,V000001388
M000006239,Maquinaria industrial pesada,11007,183,Hong Kong,V000002751
M000006240,Carga de granel de trigo,15444,45,Brasil,V000007432
M000006241,Materiales de construccion,14137,25,Malta,V000008561
M000006242,Cafe de exportacion,18703,96,Malta,V000000328
M000006243,Contenedor con productos electronicos,23512,115,Chile,V000006531
M000006244,Cafe de exportacion,36114,22,Ecuador,V000008070
M000006245,Frutas y alimentos refrigerados,22022,169,Ecuador,V000005152
M000006246,Materiales de construccion,47513,109,Hong Kong,V000003562
M000006247,Frutas y alimentos refrigerados,25785,163,Espana,V000008205
M000006248,Acero laminado en bobinas,14949,184,Espana,V000000555
M000006249,Productos textiles y confecciones,33667,19,Estados Unidos,V000005175
M000006250,Frutas y alimentos refrigerados,13144,43,Alemania,V000007438
M000006251,Materiales de construccion,49152,113,Bahamas,V000007610
M000006252,Productos quimicos no peligrosos,27074,124,Islas Marshall,V000001950
M000006253,Maquinaria industrial pesada,36398,182,Liberia,V000000686
M000006254,Productos quimicos no peligrosos,35973,150,Bahamas,V000001980
M000006255,Piezas de repuesto automotrices,42594,193,Singapur,V000001454
M000006256,Acero laminado en bobinas,3294,139,Singapur,V000008759
M000006257,Piezas de repuesto automotrices,39386,121,Liberia,V000009542
M000006258,Productos quimicos no peligrosos,3323,55,Espana,V000005533
M000006259,Cafe de exportacion,11588,34,Brasil,V000006923
M000006260,Materiales de construccion,1352,130,Espana,V000005583
M000006261,Carga de granel de trigo,4703,46,China,V000001220
M000006262,Piezas de repuesto automotrices,1134,22,Islas Marshall,V000006183
M000006263,Frutas y alimentos refrigerados,3260,158,Brasil,V000008050
M000006264,Productos textiles y confecciones,13848,170,Hong Kong,V000008276
M000006265,Productos textiles y confecciones,24150,27,Mexico,V000009611
M000006266,Acero laminado en bobinas,12179,45,Grecia,V000001033
M000006267,Materiales de construccion,37813,111,Colombia,V000007737
M000006268,Cafe de exportacion,30076,188,Chile,V000007592
M000006269,Piezas de repuesto automotrices,8249,191,Japon,V000005946
M000006270,Piezas de repuesto automotrices,6684,121,Alemania,V000007194
M000006271,Productos textiles y confecciones,44020,143,Estados Unidos,V000001396
M000006272,Piezas de repuesto automotrices,18341,176,Ecuador,V000003978
M000006273,Productos quimicos no peligrosos,23409,78,Alemania,V000006468
M000006274,Productos textiles y confecciones,35142,141,Brasil,V000001762
M000006275,Cafe de exportacion,35871,34,Mexico,V000008506
M000006276,Frutas y alimentos refrigerados,17683,149,China,V000004335
M000006277,Piezas de repuesto automotrices,24176,62,Dinamarca,V000000127
M000006278,Frutas y alimentos refrigerados,43682,123,Bahamas,V000006872
M000006279,Acero laminado en bobinas,10301,104,Mexico,V000005024
M000006280,Carga de granel de trigo,34947,105,Colombia,V000008299
M000006281,Productos quimicos no peligrosos,23094,40,Panama,V000002615
M000006282,Acero laminado en bobinas,36641,92,Mexico,V000002185
M000006283,Carga de granel de trigo,19465,71,Liberia,V000008382
M000006284,Maquinaria industrial pesada,13465,86,Reino Unido,V000006571
M000006285,Piezas de repuesto automotrices,46563,66,Liberia,V000006054
M000006286,Piezas de repuesto automotrices,12568,116,Singapur,V000000089
M000006287,Piezas de repuesto automotrices,32604,156,Japon,V000005629
M000006288,Productos quimicos no peligrosos,16249,47,Ecuador,V000007602
M000006289,Cafe de exportacion,47378,143,Ecuador,V000000104
M000006290,Maquinaria industrial pesada,45331,175,Panama,V000004923
M000006291,Cafe de exportacion,11739,193,Espana,V000002157
M000006292,Contenedor con productos electronicos,19648,3,Espana,V000009873
M000006293,Frutas y alimentos refrigerados,4362,37,Estados Unidos,V000004482
M000006294,Cafe de exportacion,11696,94,Reino Unido,V000005415
M000006295,Carga de granel de trigo,43653,186,Hong Kong,V000008785
M000006296,Piezas de repuesto automotrices,18483,191,Chile,V000007161
M000006297,Carga de granel de trigo,45515,91,Singapur,V000004436
M000006298,Contenedor con productos electronicos,2299,167,Espana,V000007829
M000006299,Frutas y alimentos refrigerados,1111,143,Hong Kong,V000004709
M000006300,Carga de granel de trigo,27609,115,Peru,V000009853
M000006301,Cafe de exportacion,45611,196,Hong Kong,V000008388
M000006302,Maquinaria industrial pesada,12410,180,Brasil,V000000166
M000006303,Productos textiles y confecciones,11208,177,Reino Unido,V000000965
M000006304,Maquinaria industrial pesada,5464,113,Peru,V000000899
M000006305,Productos quimicos no peligrosos,42615,109,Estados Unidos,V000008365
M000006306,Contenedor con productos electronicos,9624,17,Ecuador,V000004222
M000006307,Acero laminado en bobinas,46500,63,Chile,V000004910
M000006308,Cafe de exportacion,16106,176,Peru,V000005956
M000006309,Frutas y alimentos refrigerados,7679,13,Dinamarca,V000003924
M000006310,Productos textiles y confecciones,22110,143,Colombia,V000000443
M000006311,Productos quimicos no peligrosos,1890,125,Espana,V000005008
M000006312,Carga de granel de trigo,46400,177,Grecia,V000004602
M000006313,Piezas de repuesto automotrices,36939,162,Estados Unidos,V000004366
M000006314,Piezas de repuesto automotrices,32751,98,Reino Unido,V000007685
M000006315,Productos textiles y confecciones,18757,196,Peru,V000009110
M000006316,Maquinaria industrial pesada,16815,40,Noruega,V000002003
M000006317,Productos textiles y confecciones,10249,114,Islas Marshall,V000004366
M000006318,Carga de granel de trigo,13268,183,Mexico,V000003827
M000006319,Frutas y alimentos refrigerados,34092,61,Dinamarca,V000005680
M000006320,Materiales de construccion,9293,20,Estados Unidos,V000005264
M000006321,Acero laminado en bobinas,28921,156,Reino Unido,V000005619
M000006322,Productos textiles y confecciones,23638,11,Grecia,V000007527
M000006323,Acero laminado en bobinas,19488,14,Mexico,V000003537
M000006324,Cafe de exportacion,26570,141,Islas Marshall,V000004254
M000006325,Productos quimicos no peligrosos,19204,61,Bahamas,V000008081
M000006326,Productos textiles y confecciones,2031,94,Japon,V000008233
M000006327,Carga de granel de trigo,47343,161,Singapur,V000005148
M000006328,Materiales de construccion,35218,13,Ecuador,V000005747
M000006329,Acero laminado en bobinas,24583,149,China,V000008116
M000006330,Piezas de repuesto automotrices,23715,73,Bahamas,V000004132
M000006331,Acero laminado en bobinas,29875,24,Hong Kong,V000003168
M000006332,Frutas y alimentos refrigerados,32295,133,Colombia,V000002630
M000006333,Maquinaria industrial pesada,24025,127,Reino Unido,V000003088
M000006334,Contenedor con productos electronicos,4557,175,Panama,V000009770
M000006335,Piezas de repuesto automotrices,35916,161,Malta,V000001567
M000006336,Materiales de construccion,25951,86,Bahamas,V000005293
M000006337,Carga de granel de trigo,1405,99,Chile,V000003650
M000006338,Productos textiles y confecciones,40537,176,Reino Unido,V000003892
